Date,Year,Category,Payee,Description,Location,Zip Code,Type,Trx Numbers,Amount,,
5/11/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,3584.7,,
1/2/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,711.9,,
4/24/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,6281.1,,
12/14/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,5808.6,,
9/27/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,2148.3,,
2/17/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,3274.7,,
8/31/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,5657.4,,
11/13/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,5229,,
2/14/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,3263.4,,
12/23/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,2916.9,,
6/9/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,5642,,
3/29/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,4183.2,,
10/7/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,3225.6,,
6/1/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,5701.5,,
1/19/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,3689.4,,
3/18/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,6792.5,,
2/28/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 9,22180,Cash out,,787.5,,
10/21/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,4424,,
4/10/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 8,94020,Cash out,,2028.6,,
2/2/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,5090.4,,
12/5/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,3710,,
6/4/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,2772,,
4/20/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,4454.1,,
3/10/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5260.5,,
4/15/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,2961,,
12/12/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,1310.4,,
5/4/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,352.8,,
12/26/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,7178.6,,
5/17/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,972.4,,
9/24/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,8994.7,,
1/16/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,5651.1,,
4/14/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,4428.9,,
10/21/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,2494.8,,
6/14/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 8,94020,Cash out,,2847.6,,
1/18/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,6134.7,,
4/28/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 3,94003,Cash out,,6657,,
12/25/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,270.9,,
5/15/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,8937.5,,
8/29/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,9438,,
6/21/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,4261.4,,
8/31/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,1260,,
6/30/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,266,,
1/1/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,1773.2,,
1/5/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,6230.7,,
2/28/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 7,94025,Cash out,,1442.7,,
4/13/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,945,,
11/14/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,441,,
2/27/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 8,94020,Cash out,,5838,,
9/11/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,12069.2,,
10/3/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,5128.2,,
12/23/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,4795,,
6/28/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,10725,,
3/7/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,308.7,,
2/28/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,3317.6,,
9/15/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,9380.8,,
1/28/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,182.7,,
3/2/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 8,94020,Cash out,,5871.6,,
1/7/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,4195.8,,
1/11/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,5047.9,,
10/8/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 8,94020,Cash out,,4893,,
8/2/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,2473.9,,
10/19/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,13399.1,,
5/11/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,1505,,
1/11/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,4991,,
4/1/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,6792.5,,
8/18/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,7993.7,,
6/2/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,1467.9,,
1/27/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,2910.6,,
9/26/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 3,94003,Cash out,,1778,,
1/18/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 6,94002,Cash in,,672.1,,
1/22/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 3,94003,Cash in,,11654.5,,
4/11/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,2974.4,,
3/9/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,6650,,
6/16/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,5443.2,,
9/29/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,5999,,
5/21/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,6022.8,,
10/1/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 8,94020,Cash in,,7593.3,,
9/28/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,2979.9,,
2/15/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,3887.1,,
2/7/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 8,94020,Cash out,,6783,,
5/23/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,2100,,
4/22/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,2595.6,,
4/28/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,2100,,
6/12/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,2280.6,,
5/17/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,959,,
6/6/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,7207.2,,
5/23/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,2205,,
12/23/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,4101.3,,
4/8/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,3066,,
6/25/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,3517.8,,
3/3/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,699.3,,
6/25/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,448,,
4/14/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,13527.8,,
4/28/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,8894.6,,
5/4/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,4284,,
5/28/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,3192,,
3/12/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,4438,,
9/22/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,300.3,,
5/6/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,2003.4,,
5/18/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,9766.9,,
7/31/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 8,94020,Cash out,,4466,,
5/4/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,4075.5,,
9/24/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,5176.6,,
8/6/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,623,,
12/16/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,7822.1,,
2/28/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,3131.7,,
9/5/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,9194.9,,
1/20/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,11125.4,,
2/11/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,4340.7,,
6/25/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,5846.4,,
12/21/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,12684.1,,
10/20/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,2696.4,,
3/7/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,3263.4,,
4/27/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 6,94002,Cash in,,5376.8,,
3/16/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,271.7,,
3/4/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,3099.6,,
12/23/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,4599,,
5/23/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,3584.7,,
1/23/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,3486,,
2/22/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,6255.9,,
12/28/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,8680.1,,
8/3/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,5418,,
12/12/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,529.1,,
6/24/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,3889.6,,
6/4/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,6552,,
4/3/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,693,,
5/17/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,3718,,
9/22/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 10,94070,Cash out,,686,,
11/14/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,1940.4,,
1/13/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,12455.3,,
5/23/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,2123.1,42462,
2/2/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,3389.1,,
8/13/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,4061.2,,
3/13/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,4046.9,,
12/23/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,4183.2,,
2/14/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,1102.5,,
4/4/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 10,94070,Cash out,,4296.6,,
2/7/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 6,94002,Cash in,,3846.7,,
4/2/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,8780.2,,
4/3/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,1186.9,,
4/28/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,1470,,
3/30/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,5506.2,,
9/7/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,12283.7,,
6/2/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,3017.3,,
11/24/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 9,22180,Cash out,,5033.7,,
6/28/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 8,94020,Cash out,,5866,117320,
9/15/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,2759.9,,
6/12/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,245.7,,
5/1/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,8765.9,,
9/3/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,5305.3,,
6/29/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,2709,,
6/10/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,5701.5,,
4/28/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,1310.4,,
10/14/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5310.9,,
4/14/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,1058.2,,
2/13/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,894.6,,
3/8/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,497.7,,
6/9/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 8,94020,Cash out,,5040,100800,
3/14/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,12512.5,,
1/17/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,1845.9,,
10/27/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,3003,,
6/15/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,10667.8,,
5/27/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,3332.7,,
9/13/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 9,22180,Cash out,,233.1,,
4/14/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,4886,,
1/12/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,1515.8,,
10/3/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,3903.9,,
3/3/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,3660.8,,
10/7/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,13513.5,,
2/28/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,11325.6,,
4/9/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,3257.1,,
8/3/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 10,94070,Cash out,,483,,
10/5/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,3647.7,,
2/8/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,8279.7,,
1/6/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,10582,,
6/17/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,5613.3,,
1/31/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,4315.5,,
3/25/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,4290,,
9/27/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,5638.5,,
5/26/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,2205,,
7/8/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,2030.6,,
1/26/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,1830.4,,
2/17/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,5019.3,,
6/14/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5997.6,,
3/28/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,4312,,
8/10/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,1354.5,,
3/19/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,1658.8,,
3/25/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,4252.5,,
1/6/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,8322.6,,
1/26/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,1029.6,,
1/4/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,3479,,
3/30/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,1190.7,,
5/28/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,4247.1,,
6/10/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,10000,,
5/23/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,2731.3,,
1/17/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,4410,,
12/20/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,11382.8,,
5/1/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,510.3,,
1/14/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,3263.4,,
2/13/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,1883.7,,
4/21/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,2259.4,,
8/28/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,5455.8,,
11/8/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,4233.6,,
11/2/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1946.7,,
4/10/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,2160.9,,
6/12/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,3887.1,,
5/15/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1908.9,,
11/6/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,3080.7,,
2/7/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,1782.9,,
3/25/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 10,94070,Cash out,,6335,,
3/7/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,1083.6,,
1/8/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,11754.6,,
6/26/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,7607.6,,
9/22/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 8,94020,Cash out,,3994.2,,
3/12/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,3360.5,,
5/17/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,5052.6,,
1/26/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,5455.8,,
10/30/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,459.9,,
5/14/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,7393.1,,
1/18/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,14157,,
11/2/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,9223.5,,
5/3/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,4888.8,97776,
6/17/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,12998.7,,
12/6/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,5613.3,,
1/22/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,2079,,
2/16/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,11211.2,,
5/22/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,7464.6,,
11/20/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,730.8,,
4/5/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,4246.2,,
2/11/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,3666.6,,
1/23/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,3038,,
12/22/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,1719.9,,
1/26/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,7207.2,,
4/24/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,2709,,
3/17/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,3509.1,,
2/28/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,2923.2,,
1/24/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 8,94020,Cash out,,264.6,,
11/5/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,2998.8,,
2/22/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,957.6,,
10/21/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,371,,
2/1/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,2816.1,,
6/13/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,4391.1,,
9/5/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,4132.8,,
6/9/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,2375.1,,
